,id,name,price,url,category_name,Размер,Материал,Цвет,Класс,Набор,Подсветка,Вес,Объем упаковки,Страна производства,Страна бренда
2021,6766,"Светодиодная гирлянда Шишки - Gold Perfecto 1.75 м, 8 теплых белых LED ламп, прозрачный ПВХ, на батарейках, IP20",830.0,/goods/svetodiodnaya-girlyanda-shishki-gold-perfecto-175-m-8-teplyh-belyh-led-lamp-prozrachnyj-pvh-na-batarejkah-ip20/,Шишки и желуди,XXL (81 см и более),Пластик,золото,стандарт,Нет,Да,0.3,0.0039,Китай,Нидерланды
2022,6767,Стеклянная елочная игрушка Бобр Платон 9 см,2380.0,/goods/steklyannaya-elochnaya-igrushka-bobr-platon-9-sm/,Животные,S (7-14 см),Стекло,шоколадный / коричневый,премиум,Нет,Нет,0.03,0.0002,Германия,Германия
2023,6768,Стеклянная елочная игрушка Заяц Руфус 12 см,2320.0,/goods/steklyannaya-elochnaya-igrushka-zayac-rufus-12-sm/,Животные,S (7-14 см),Стекло,шоколадный / коричневый,премиум,Нет,Нет,0.02,0.0003,Германия,Германия
2024,6770,Стеклянная елочная игрушка Волк 11 см,2800.0,/goods/steklyannaya-elochnaya-igrushka-volk-11-sm/,Животные,S (7-14 см),Стекло,кремовый / светлое дерево,премиум,Нет,Нет,0.03,0.0003,Германия,Германия
2025,6771,Стеклянная елочная игрушка Медведица Нико - Ice Country 12 см,2540.0,/goods/steklyannaya-elochnaya-igrushka-medvedica-niko---ice-country-12-sm/,Животные,S (7-14 см),Стекло,белый,премиум,Нет,Нет,0.03,0.0007,Германия,Германия
2026,6776,Декоративный лист Ажурная Калатея 67 см серебристый,190.0,/goods/dekorativnyj-list-azhurnaya-kalateya-67-sm-serebristyj/,"Растения, Листья",XL (51-80 см),Пластик,серебро,стандарт,Нет,Нет,0.02,0.0016,Китай,Нидерланды
2027,6777,"Елочная игрушка Юная балерина-принцесса Лира 13 см, подвеска",1030.0,/goods/elochnaya-igrushka-yunaya-balerina-princessa-lira-13-sm-podveska/,Балет,S (7-14 см),Полистоун,белый,премиум,Нет,Нет,0.04,0.0002,Китай,Бельгия
2028,6778,Деревянная елочная игрушка Снежинка - Морозная Геометрия золотая,230.0,/goods/derevyannaya-elochnaya-igrushka-snezhinka---moroznaya-geometriya-15-sm-zolotaya/,Снежинки,M (15-30 см),Дерево,золото,стандарт,Нет,Нет,0.04,0.0001,Россия,Россия
2029,6780,"Набор стеклянных елочных игрушек Capottera 13 см розовый, 2 шт, подвеска",740.0,/goods/nabor-steklyannyh-elochnyh-igrushek-capottera-13-sm-rozovyj-2-sht-podveska/,Сосульки,S (7-14 см),Стекло,розовый,стандарт,Да,Нет,0.11,0.002,Китай,Нидерланды
2030,6782,"Елочные игрушки Мишки Бэйли - Уютная Зима 6 см, 2 шт",720.0,/goods/nabor-elochnyh-igrushek-mishki-bjejli---uyutnaya-zima-6-sm-2-sht/,Животные,XS (до 6 см),Полистоун,красный / бордовый,стандарт,Да,Нет,0.13,0.0005,Китай,Германия
2031,6783,Стеклянная елочная игрушка Летучая Мышь - Winchester 9 см,2160.0,/goods/steklyannaya-elochnaya-igrushka-letuchaya-mysh---winchester-9-sm/,Животные,S (7-14 см),Стекло,шоколадный / коричневый,премиум,Нет,Нет,0.02,0.0002,Германия,Германия
2032,6787,Искусственная ветка Папоротник Кейнела 82 см,790.0,/goods/iskusstvennaya-vetka-keyneela-82-sm/,"Растения, Листья",XXL (81 см и более),Текстиль,золото,премиум,Нет,Нет,0.02,0.0029,Китай,Италия
2033,6790,Елочная игрушка Колибри - Grisignano di Zocco 9 см оранжевая,720.0,/goods/elochnaya-igrushka-kolibri---grisignano-di-zocco-9-sm-oranzhevaya/,Птицы,S (7-14 см),Акрил,желтый / оранжевый,премиум,Нет,Нет,0.03,0.0013,Китай,Нидерланды
2034,6792,"Набор стеклянных елочных игрушек Campo de Quaro 13 см розовый, 2 шт",960.0,/goods/nabor-steklyannyh-elochnyh-igrushek-campo-de-quaro-13-sm-rozovyj-2-sht-podveska/,Сосульки,S (7-14 см),Стекло,розовый,стандарт,Да,Нет,0.06,0.0021,Китай,Нидерланды
2035,6803,Елочная игрушка Мышка Луи - Карета для Золушки 12 см,970.0,/goods/elochnaya-igrushka-myshka-lui---kareta-dlya-zolushki-12-sm/,Животные,S (7-14 см),Текстиль,желтый / оранжевый,премиум,Нет,Нет,0.04,0.0017,Китай,Нидерланды
2036,6804,Елочная игрушка Мышка Реми - Карета для Золушки 12 см,970.0,/goods/elochnaya-igrushka-myshka-remi---kareta-dlya-zolushki-12-sm/,Животные,S (7-14 см),Текстиль,шоколадный / коричневый,премиум,Нет,Нет,0.04,0.0017,Китай,Нидерланды
2037,6811,"Набор стеклянных елочных игрушек Capottera 13 см бордовый, 2 шт, подвеска",740.0,/goods/nabor-steklyannyh-elochnyh-igrushek-capottera-13-sm-bordovyj-2-sht-podveska/,Сосульки,S (7-14 см),Стекло,красный / бордовый,стандарт,Да,Нет,0.11,0.002,Китай,Нидерланды
2038,6818,"Набор елочных игрушек Снежинки - Fastnacht di Magonza 7 см, 3 шт, подвеска",2850.0,/goods/nabor-elochnyh-igrushek-snezhinki---fastnacht-di-magonza-7-sm-3-sht-podveska/,Снежинки,S (7-14 см),Пластик,розовый,премиум,Да,Нет,0.17,0.001,Китай,Нидерланды
2039,6820,"Елочная игрушка Мишка Гектор с Пингвиненком - Веселые Каникулы 8 см, подвеска",1830.0,/goods/elochnaya-igrushka-mishka-gektor-s-pingvinenkom---veselye-kanikuly-8-sm-podveska/,Животные,S (7-14 см),Полистоун,красный / бордовый,премиум,Нет,Нет,0.1,0.0003,Китай,Нидерланды
2040,6821,"Стеклянная елочная игрушка Птичка - Green Feather 7 см, клипса",2960.0,/goods/steklyannaya-elochnaya-igrushka-ptichka---green-feather-7-sm-klipsa/,Птицы,S (7-14 см),Стекло,зеленый,премиум,Нет,Нет,0.02,0.0002,Германия,Германия
2041,6826,Декоративная фигура Императорский Павлин 46 см,3020.0,/goods/dekorativnaya-figura-imperatorskij-pavlin-46-sm/,Птицы,L (31-50 см),Перья,красный / бордовый,премиум,Нет,Нет,0.07,0.0127,Китай,Нидерланды
2042,6828,"Елочная игрушка Рыбка Цветная 30 см зеленая с красным, подвеска",420.0,/goods/elochnaya-igrushka-rybka-cvetnaya-30-sm-zelenyj-s-krasnym-podveska/,Морские обитатели,M (15-30 см),Пенополистирол,зеленый,стандарт,Нет,Нет,0.02,0.0044,Китай,Нидерланды
2043,6830,Гирлянда - хвост из ягод Нордберрис 145 см ежевичная,980.0,/goods/girlyanda-hvost-iz-yagod-nordberris-145-sm-ezhevichnaya/,"Растения, Листья",XXL (81 см и более),Пенополистирол,фиолетовый,премиум,Нет,Нет,0.02,0.0036,Китай,Германия
2044,6833,Декоративная фигурка Малышка Джессика в красных башмачках 40 см,2860.0,/goods/dekorativnaya-figurka-malyshka-dzhessika-v-krasnyh-bashmachkah-40-sm/,Куклы на елку,L (31-50 см),Текстиль,красный / бордовый,стандарт,Нет,Нет,0.5,0.0094,Китай,Нидерланды
2045,6835,Елочная игрушка Снежинка - Snow Diamond 13 см прозрачная с красным,530.0,/goods/elochnaya-igrushka-snezhinka-snow-diamond-13-sm-prozrachnaya-s-krasnym-podveska/,Снежинки,S (7-14 см),Акрил,красный / бордовый,стандарт,Нет,Нет,0.06,0.0003,Китай,Россия
2046,13682,Елочная подвеска Этнические мотивы 28 см серебряная,260.0,/goods/elochnaya-podveska-jetnicheskie-motivy-serebryanyj-28-sm/,Текстильные игрушки,M (15-30 см),Перья,серебро,стандарт,Нет,Нет,0.01,0.0003,Китай,Нидерланды
2047,13685,"Набор стеклянных елочных игрушек Птички Vercelli 7 см, 2 шт, клипса",1100.0,/goods/nabor-steklyannyh-elochnyh-igrushek-ptichki-vercelli-7-sm-2-sht/,Птицы,S (7-14 см),Стекло,синий / голубой,стандарт,Да,Нет,0.11,0.0004,Китай,Нидерланды
2048,13686,Декоративный лист Ажурная Калатея 67 см пудрово-розовый,120.0,/goods/dekorativnyj-list-azhurnaya-kalateya-67-sm-pudrovo-rozovyj/,"Растения, Листья",XL (51-80 см),Пластик,розовый,стандарт,Нет,Нет,0.01,0.0017,Китай,Нидерланды
2049,13689,"Набор елочных игрушек Сосульки 15 см синий королевский, 6 шт, стекло",740.0,/goods/nabor-elochnyh-igrushek-sosulki-15-sm-sinij-korolevskij-6-sht-steklo/,Сосульки,M (15-30 см),Стекло,синий / голубой,стандарт,Да,Нет,0.12,0.0023,Китай,Нидерланды
2050,13693,Декоративная ветка Искристый Рубин 78 см,430.0,/goods/dekorativnaya-vetka-iskristyj-rubin-78-sm/,"Растения, Листья",XL (51-80 см),Пластик,красный / бордовый,стандарт,Нет,Нет,0.09,0.0059,Китай,Нидерланды
2051,13697,Декоративная фигурка Сова Амандин 15 см,1240.0,/goods/dekorativnaya-figurka-sova-amandin-15-sm/,Птицы,M (15-30 см),Искусственный мех,кремовый / светлое дерево,стандарт,Нет,Нет,0.04,0.0019,Китай,Нидерланды
2052,13699,Искусственная ветка Аэльфред 69 см розовая,680.0,/goods/iskusstvennaya-vetka-ajelfred-69-sm-rozovaya/,"Растения, Листья",XL (51-80 см),Пластик,розовый,стандарт,Нет,Нет,0.09,0.0011,Китай,Нидерланды
2053,13703,Стеклянная елочная игрушка Жемчужный Павлин - 14 см,2280.0,/goods/steklyannaya-elochnaya-igrushka-zhemchuzhnyj-pavlin---14-sm/,Птицы,S (7-14 см),Стекло,синий / голубой,премиум,Нет,Нет,0.07,0.0008,Китай,Бельгия
2054,13708,"Набор елочных игрушек Сосульки 15 см smoke blue, 6 шт",740.0,/goods/nabor-elochnyh-igrushek-sosulki-15-sm-smoke-blue-6-sht/,Сосульки,M (15-30 см),Стекло,синий / голубой,стандарт,Да,Нет,0.09,0.0016,Китай,Нидерланды
2055,13709,"Набор елочных игрушек Звезды 8 см синий королевский, 6 шт, подвеска",350.0,/goods/nabor-elochnyh-igrushek-zvezdy-8-sm-sinij-korolevskij-6-sht-podveska/,Звездочки,S (7-14 см),Пластик,синий / голубой,стандарт,Да,Нет,0.07,0.0008,Китай,Россия
2056,13716,Елочная игрушка Голубь - Weatherly 9 см,220.0,/goods/elochnaya-igrushka-golub---weatherly-9-sm/,Птицы,S (7-14 см),Керамика / Фарфор,белый,эконом,Нет,Нет,0.04,0.0001,Китай,Нидерланды
2057,13718,"Елочная игрушка Балерина Китана - Danse des Flocons 19 см, подвеска",1930.0,/goods/elochnaya-igrushka-balerina-kitana---danse-des-flocons-19-sm-podveska/,Балет,M (15-30 см),Полистоун,белый,премиум,Нет,Нет,0.06,0.0013,Китай,Бельгия
