,id,name,price,url,category_name,Размер,Материал,Цвет,Класс,Набор,Подсветка,Вес,Объем упаковки,Страна производства,Страна бренда
1130,3592,Елочная игрушка Снеговик 10 см,440.0,/goods/elochnaya-igrushka-snegovik-s-rozhdestvenskim-venkom-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Полистоун,разноцветные,стандарт,Нет,Нет,0.08,0.0001,Китай,Россия
1131,3594,"Фигурка с подсветкой Ангел Амора 40 см, 6 LED ламп, на батарейках, IP20",5380.0,/goods/figurka-s-podsvetkoj-angel-amora-40-sm-6-led-lamp-na-batarejkah-ip20/,Ангелы и Феи,L (31-50 см),Полистоун,кремовый / светлое дерево,стандарт,Нет,Да,1.63,0.0324,Китай,Нидерланды
1132,3599,"Елочная игрушка Олень Роэль - Хранитель Лавандовой рощи 17 см, подвеска",1090.0,/goods/elochnaya-igrushka-olen-rojel---hranitel-lavandovoj-roshhi-17-sm-podveska/,Животные,M (15-30 см),Пластик,фиолетовый,премиум,Нет,Нет,0.07,0.0003,Китай,Нидерланды
1133,3600,"Елочная игрушка Жемчужный Олень Шайни 15 см, подвеска",760.0,/goods/elochnaya-igrushka-zhemchuzhnyj-olen-shajni-15-sm-podveska/,Животные,M (15-30 см),Акрил,белый,стандарт,Нет,Нет,0.07,0.0009,Китай,Россия
1134,3605,"Светодиодная гирлянда на батарейках Домики Норвуд - Звездочки 1.30 м, 10 теплых белых LED ламп",1410.0,/goods/svetodiodnaya-girlyanda-na-batarejkah-domiki-norvud---zvezdochki/,Домики,S (7-14 см),Дерево,кремовый / светлое дерево,стандарт,Нет,Да,0.24,0.0031,Китай,Нидерланды
1135,3613,"Стеклянная елочная игрушка Волшебный Гном Джен 9 см, подвеска",570.0,/goods/steklyannaya-elochnaya-igrushka-volshebnyj-gnom-dzhen-podveska/,Персонажи сказок,S (7-14 см),Стекло,красный / бордовый,стандарт,Нет,Нет,0.06,0.0005,Россия,Россия
1136,3614,"Набор елочных игрушек Грибочки из Родшильдского Сада 8 см, 2 шт, подвеска",1880.0,/goods/nabor-elochnyh-igrushek-gribochki-iz-rodshildskogo-sada-8-sm-2-sht-podveska/,Грибы,S (7-14 см),Полистоун,красный / бордовый,премиум,Да,Нет,0.18,0.0008,Китай,Бельгия
1137,3615,Елочная игрушка Балерина Клементина 22 см,2220.0,/goods/elochnaya-igrushka-balerina-klementina-22-sm/,Балет,M (15-30 см),Полистоун,белый,премиум,Нет,Нет,0.07,0.001,Китай,Бельгия
1138,3617,Деревянная елочная игрушка Ракета - Краски детства,200.0,/goods/derevyannaya-elochnaya-igrushka-raketa---kraski-detstva-10-sm/,"Паровозы, машинки",S (7-14 см),Дерево,синий / голубой,эконом,Нет,Нет,0.03,0.0001,Россия,Россия
1139,3618,"Стеклянная елочная игрушка Воздушный шар Шарль 9 см, подвеска",1990.0,/goods/steklyannaya-elochnaya-igrushka-vozdushnyj-shar-sharl-9-sm-podveska/,Миниатюры,S (7-14 см),Стекло,разноцветные,премиум,Нет,Нет,0.07,0.0012,Китай,Нидерланды
1140,3620,"Елочная игрушка Бархатный Сапожок Росселини 17 см розовый, подвеска",340.0,/goods/elochnaya-igrushka-barhatnyj-sapozhok-rosselini-17-sm-rozovyj-podveska/,Миниатюры,M (15-30 см),Текстиль,розовый,стандарт,Нет,Нет,0.02,0.0004,Китай,Италия
1141,3621,Гирлянда Боа из перьев Мехико 184 см,1000.0,/goods/girlyanda-boa-iz-perev-mehiko-184-sm/,Текстильные игрушки,XXL (81 см и более),Перья,разноцветные,стандарт,Нет,Нет,0.09,0.0026,Китай,Нидерланды
1142,3623,"Декоративный светильник White Forest - Семья оленей 14 см, на батарейках",980.0,/goods/podvesnoj-novogodnij-svetilnik-olenya-opushka-14-sm-na-batarejkah-4-led-lampy/,Деревянные игрушки,S (7-14 см),Дерево,белый,стандарт,Нет,Да,0.1,0.0005,Китай,Нидерланды
1143,3634,Елочная игрушка Дед Мороз со зверятами 10 см,440.0,/goods/elochnaya-igrushka-santa-s-druzyami-5x4x10-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Полистоун,красный / бордовый,стандарт,Нет,Нет,0.13,0.0003,Китай,Россия
1144,3639,"Набор елочных игрушек Серебряное Сафари 6 шт 9-11 см, подвеска",1380.0,/goods/nabor-elochnyh-igrushek-serebryanoe-safari-6-sht-9-11-sm-podveska/,Животные,S (7-14 см),Металл,серебро,стандарт,Да,Нет,0.33,0.0009,Индия,Нидерланды
1145,3640,"Стеклянная елочная игрушка Лягушка 10 см, подвеска",610.0,/goods/steklyannaya-elochnaya-igrushka-lyagushka-7-sm-podveska/,Животные,S (7-14 см),Стекло,зеленый,стандарт,Нет,Нет,0.03,0.0006,Россия,Россия
1146,3641,"Стеклянная елочная игрушка Кот в рукавичке 8 см красная, подвеска",320.0,/goods/steklyannaya-elochnaya-igrushka-kot-v-rukavichke-8-sm-krasnaya-podveska/,Животные,S (7-14 см),Стекло,красный / бордовый,стандарт,Нет,Нет,0.04,0.0005,Россия,Россия
1147,3644,Елочная игрушка Олень Джоэл 15 см,1100.0,/goods/elochnaya-igrushka-olen-dzhojel-15-sm-podveska/,Животные,M (15-30 см),Акрил,бирюзовый,премиум,Нет,Нет,0.03,0.0003,Китай,Нидерланды
1148,3648,"Елочная игрушка Домик Голубки Хельги 10 см, подвеска",1970.0,/goods/elochnaya-igrushka-domik-golubki-helgi-10-sm-podveska/,Птицы,S (7-14 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,0.07,0.0003,Китай,Нидерланды
1149,3658,Деревянная елочная игрушка Паровоз - Краски детства,200.0,/goods/derevyannaya-elochnaya-igrushka-parovoz---kraski-detstva-10-sm/,"Паровозы, машинки",S (7-14 см),Дерево,шоколадный / коричневый,стандарт,Нет,Нет,0.03,0.0001,Россия,Россия
1150,3659,"Набор деревянных елочных игрушек Барабаны 5 см, 6 шт",1980.0,/goods/nabor-derevyannyh-elochnyh-igrushek-barabany-5-sm-6-sht-podveska/,Миниатюры,XS (до 6 см),Дерево,красный / бордовый,стандарт,Да,Нет,0.08,0.0004,Китай,Германия
1151,3660,"Cтеклянная елочная игрушка Подарки Адриана 14 см, подвеска",3150.0,/goods/cteklyannaya-elochnaya-igrushka-podarki-adriana-14-sm-podveska/,Миниатюры,S (7-14 см),Стекло,разноцветные,премиум,Нет,Нет,0.06,0.0017,Китай,Нидерланды
1152,3667,"Елочная игрушка Снежинка - Snow Diamond 13 см золотая, подвеска",600.0,/goods/elochnaya-igrushka-snezhinka-snow-diamond-13-sm-zolotaya-podveska/,Снежинки,S (7-14 см),Акрил,золото,стандарт,Нет,Нет,0.06,0.0003,Китай,Россия
1153,3670,"Набор стеклянных елочных игрушек Шишки Boulogne 10 см, 12 шт",5810.0,/goods/nabor-steklyannyh-elochnyh-igrushek-zheludi-boulogne-10-sm-12-sht-podveska/,Шишки и желуди,S (7-14 см),Стекло,шоколадный / коричневый,стандарт,Да,Нет,0.58,0.0116,Китай,Нидерланды
1154,3675,"Набор стеклянных елочных игрушек Сердце Монплезира 4.5 см ванильный mix, 12 шт",520.0,/goods/nabor-steklyannyh-elochnyh-igrushek-serdce-monplezira-45-sm-vanilnyj-mix-12-sht-podveska/,Сердечки,XS (до 6 см),Стекло,золото,стандарт,Да,Нет,0.07,0.0005,Китай,Нидерланды
1155,3676,"Декоративные пасхальные яйца - Piante Secche 10 см, 2 шт",1400.0,/goods/dekorativnye-pashalnye-yajca---piante-secche-10-sm-2-sht/,"Яйца, медальоны",S (7-14 см),Стекло,кремовый / светлое дерево,премиум,Да,Нет,0.08,0.0014,Китай,Бельгия
1156,3677,"Елочная игрушка Снеговик Дитфрид 18 см, подвеска",1180.0,/goods/elochnaya-igrushka-snegovik-ditfrid-18-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",M (15-30 см),Текстиль,разноцветные,премиум,Нет,Нет,0.04,0.0012,Китай,Нидерланды
1157,3678,"Елочная игрушка Санта Клаус - Волшебник из Харрикейна 20 см, подвеска",840.0,/goods/elochnaya-igrushka-santa-klaus---volshebnik-iz-harrikejna-20-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",M (15-30 см),Текстиль,серый,стандарт,Нет,Нет,0.08,0.0015,Китай,Италия
1158,3679,"Елочная игрушка Феечка Небывалого острова 14 см, подвеска",1160.0,/goods/elochnaya-igrushka-feechka-nebyvalogo-ostrova-14-sm-podveska/,Ангелы и Феи,S (7-14 см),Полистоун,розовый,стандарт,Нет,Нет,0.15,0.0004,Китай,Нидерланды
1159,3681,"Елочная игрушка Country Bunny 9 см, подвеска",290.0,/goods/elochnaya-igrushka-country-bunny-9-sm-podveska/,Животные,S (7-14 см),Полистоун,белый,стандарт,Нет,Нет,0.1,0.0003,Китай,Германия
1160,3687,"Светодиодная гирлянда на батарейках Домики - Олени 1.8 м, 10 теплых LED ламп",780.0,/goods/svetodiodnaya-girlyanda-na-batarejkah-domiki---oleni-180-m-10-teplyh-led-lamp-tajmer/,Домики,S (7-14 см),Дерево,кремовый / светлое дерево,стандарт,Нет,Да,0.13,0.0012,Китай,Россия
1161,3697,"Стеклянная елочная игрушка Санта - Лес Старинных Сказаний 12 см зеленая, подвеска",1180.0,/goods/steklyannaya-elochnaya-igrushka-santa---les-starinnyh-skazanij-12-sm-zelenaya-podveska/,Персонажи сказок,S (7-14 см),Стекло,зеленый,премиум,Нет,Нет,0.04,0.0009,Китай,Италия
1162,3698,"Елочная игрушка Балерина Анна - Зимняя пьеса 19 см, подвеска",1930.0,/goods/elochnaya-igrushka-balerina-anna---zimnyaya-pesa-19-sm-podveska/,Балет,M (15-30 см),Полистоун,розовый,премиум,Нет,Нет,0.06,0.001,Китай,Бельгия
1163,3711,"Елочные игрушки Желуди 4 см черный трюфель, 12 шт, стекло",420.0,/goods/nabor-steklyannyh-elochnyh-igrushek-zheludi-4-sm-chernyj-tryufel-12-sht/,Шишки и желуди,XS (до 6 см),Стекло,шоколадный / коричневый,стандарт,Да,Нет,0.08,0.0006,Китай,Нидерланды
1164,3715,Декоративный бант Браони 34*30 см серебристый,990.0,/goods/dekorativnyj-bant-braoni-34-sm-serebristyj/,Банты на елку,L (31-50 см),Текстиль,серебро,стандарт,Нет,Нет,0.11,0.0044,Китай,Нидерланды
1165,3718,"Елочная игрушка Мистер Клаус с дарами из Дюссельдорфа 11 см, подвеска",1510.0,/goods/elochnaya-igrushka-mister-klaus-s-darami-iz-dyusseldorfa-11-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Полистоун,серебро,премиум,Нет,Нет,0.09,0.0003,Китай,Нидерланды
1166,3719,"Стеклянная елочная игрушка Снеговик в синем шарфе 8 см, подвеска",700.0,/goods/steklyannaya-elochnaya-igrushka-snegovik-s-konkami-8-sm-sinij-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Стекло,серебро,стандарт,Нет,Нет,0.04,0.0006,Россия,Россия
1167,3721,"Набор елочных игрушек Елочки Sacramenia 10 см, 3 шт, подвеска",430.0,/goods/nabor-elochnyh-igrushek-elochki-sacramenia-10-sm-3-sht-podveska/,Елочки,S (7-14 см),Полистоун,разноцветные,эконом,Да,Нет,0.13,0.0006,Китай,Нидерланды
1168,3722,"Елочная игрушка Фея Марин - Эльфийская Симфония 16 см, подвеска",2070.0,/goods/elochnaya-igrushka-feya-marin---jelfijskaya-simfoniya-16-sm-podveska/,Ангелы и Феи,M (15-30 см),Полистоун,розовый,премиум,Нет,Нет,0.03,0.0005,Китай,Бельгия
1169,3725,"Елочное украшение Олень Серебряное Копытце 16 см серебро с бирюзой, подвеска",320.0,/goods/elochnoe-ukrashenie-olen-16-sm-serebro-s-biryuzoj-podveska/,Животные,M (15-30 см),Акрил,синий / голубой,стандарт,Нет,Нет,0.06,0.0005,Китай,Россия
1170,3726,Подвесное украшение BunnyLand - Кролик Вайти 6 см,1080.0,/goods/podvesnoe-ukrashenie-bunnyland---krolik-vajti-6-sm/,Животные,XS (до 6 см),Полистоун,синий / голубой,премиум,Нет,Нет,0.11,0.0001,Китай,Бельгия
1171,3727,"Набор елочных игрушек Shining Jungle 6 см, 3 шт, подвеска",1450.0,/goods/nabor-elochnyh-igrushek-shining-jungle-6-sm-3-sht-podveska/,Животные,S (7-14 см),Полистоун,золото,стандарт,Да,Нет,0.15,0.0003,Китай,Нидерланды
1172,3728,Елочная игрушка Царевна-Лягушка Фрея - Copperfrost Tales 10 см,1680.0,/goods/elochnaya-igrushka-carevna---lyagushka-freya-10-sm-podveska/,Животные,S (7-14 см),Полистоун,шоколадный / коричневый,премиум,Нет,Нет,0.09,0.0004,Китай,Нидерланды
1173,3730,"Стеклянная елочная игрушка Петух Фелини 13 см, подвеска",1640.0,/goods/steklyannaya-elochnaya-igrushka-petuh-felini-podveska/,Птицы,S (7-14 см),Стекло,черный,премиум,Нет,Нет,0.08,0.0009,Китай,Нидерланды
1174,3731,"Елочная игрушка Стрекоза Эннолия 10 см, 2 шт, золотая, подвеска",500.0,/goods/elochnaya-igrushka-strekoza-jennoliya-10-sm-2-sht-zolotaya-podveska/,"Бабочки, Жучки",S (7-14 см),Акрил,золото,стандарт,Да,Нет,0.08,0.0015,Китай,Нидерланды
1175,3732,"Елочная игрушка Домик Сканди 9 см белый, подвеска",270.0,/goods/elochnaya-igrushka-domik-skandi-belyj-podveska/,Домики,S (7-14 см),Дерево,кремовый / светлое дерево,стандарт,Нет,Нет,0.02,0.0003,Китай,Нидерланды
1176,3735,"Елочная игрушка Леди Кармайкл - Royal Tartan 25 см, подвеска",4550.0,/goods/elochnaya-igrushka-ledi-karmajkl-royal-tartan-25-sm-podveska/,Люди,M (15-30 см),Полистоун,красный / бордовый,премиум,Нет,Нет,0.09,0.0008,Китай,Бельгия
1177,3740,"Елочная игрушка Эльф Румиль - New Year Miracle 11 см, подвеска",2290.0,/goods/elochnaya-igrushka-jelf-rumil-11-sm-podveska/,Гномы и Эльфы,S (7-14 см),Полистоун,красный / бордовый,премиум,Нет,Нет,0.1,0.0005,Китай,Нидерланды
1178,3741,Елочная игрушка Мышка Балерина Бернарда - Winter Baroque 13 см,3180.0,/goods/elochnaya-igrushka-myshka-balerina-bernarda---winter-baroque-13-sm/,Животные,S (7-14 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,0.04,0.0004,Филиппины,Бельгия
1179,3747,Елочная игрушка Совенок Вязаный 10 см,480.0,/goods/elochnaya-igrushka-sovenok-vyazanyj-10-sm/,Птицы,S (7-14 см),Текстиль,кремовый / светлое дерево,стандарт,Нет,Нет,0.03,0.0003,Китай,Нидерланды
1180,3757,Стеклянная елочная игрушка Колокольчик Еловый 7 см розовый,430.0,/goods/steklyannaya-elochnaya-igrushka-kolokolchik-elovyj-75-sm-rozovyj/,Колокольчики,S (7-14 см),Стекло,розовый,стандарт,Нет,Нет,0.04,0.0012,Россия,Россия
1181,3758,Бант на елку Snow Fable: Классика 15*11 см,360.0,/goods/bant-na-elku-snow-fable-klassika-15-sm/,Банты на елку,M (15-30 см),Текстиль,серебро,стандарт,Нет,Нет,0.01,0.0018,Китай,Нидерланды
1182,3759,"Елочная игрушка Бант Сияющий серебряный 18*17 см, подвеска",220.0,/goods/elochnaya-igrushka-bant-siyayushhij-serebryanyj-18-sm-podveska/,Банты на елку,M (15-30 см),Пластик,серебро,эконом,Нет,Нет,0.07,0.0004,Китай,Россия
1183,3767,"Стеклянная елочная игрушка Кот в рукавичке 8 см синяя, подвеска",320.0,/goods/steklyannaya-elochnaya-igrushka-kot-v-rukavichke-8-sm-sinyaya-podveska/,Животные,S (7-14 см),Стекло,синий / голубой,стандарт,Нет,Нет,0.02,0.0006,Россия,Россия
1184,3770,"Елочная игрушка Олень Марлиз - Златорогий Гость из Чудолесья 15 см, подвеска",310.0,/goods/elochnaya-igrushka-olen-marliz---zlatorogij-gost-iz-chudolesya-15-sm-podveska/,Животные,M (15-30 см),Акрил,золото,стандарт,Нет,Нет,0.06,0.0003,Китай,Россия
1185,3774,"Светящаяся елочная игрушка Домик Вилле 7 см, на батарейках, подвеска",350.0,/goods/svetyashhayasya-elochnaya-igrushka-domik-ville-7-sm-na-batarejkah-podveska/,Домики,S (7-14 см),Керамика / Фарфор,белый,стандарт,Нет,Да,0.21,0.0001,Китай,Нидерланды
1186,3781,"Стеклянная елочная игрушка Волшебный Гном Джек 9 см, подвеска",570.0,/goods/steklyannaya-elochnaya-igrushka-volshebnyj-gnom-dzhek-9-sm-podveska/,Персонажи сказок,S (7-14 см),Стекло,красный / бордовый,стандарт,Нет,Нет,0.06,0.0005,Россия,Россия
1187,3795,"Елочная игрушка Колокольчик - Reindeer 14 см красный, подвеска",630.0,/goods/elochnaya-igrushka-kolokolchik---reindeer-14-sm-krasnyj-podveska/,Колокольчики,S (7-14 см),Металл,красный / бордовый,стандарт,Нет,Нет,0.15,0.0024,Китай,Нидерланды
1188,3797,"Бант Праздничный 18*11 см серебряный, 2 шт",460.0,/goods/bant-prazdnichnyj-18-sm-serebryanyj-2-sht/,Банты на елку,M (15-30 см),Текстиль,серебро,стандарт,Да,Нет,0.08,0.0019,Китай,Нидерланды
1189,3802,Стеклянная елочная игрушка Дед Мороз - лесной Волшебник 13 см,2210.0,/goods/steklyannaya-elochnaya-igrushka-lesnoj-santa-s-ptichkoj-13-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Стекло,кремовый / светлое дерево,премиум,Нет,Нет,0.02,0.0004,Китай,Нидерланды
1190,3804,Елочная игрушка Снеговик Девитт в ушанке 15*10 см,400.0,/goods/elochnaya-igrushka-snegovik-devitt-v-ushanke-15x10-sm/,"Дед Мороз, Снегурочка и Снеговик",M (15-30 см),Текстиль,белый,стандарт,Нет,Нет,0.07,0.0013,Китай,Нидерланды
1191,3805,"Набор подвесных украшений из бумаги Leonessa 15*11 см белый, 3 шт",1390.0,/goods/elochnaya-igrushki-iz-bumagi-leonessa-15x11-sm-belyj-3-sht/,Елочки,S (7-14 см),Бумага,белый,стандарт,Да,Нет,0.19,0.001,Китай,Нидерланды
1192,3808,Подвесное украшение Happy Easter - Кролик с корзинками 9 см,800.0,/goods/podvesnoe-ukrashenie-happy-easter---krolik-s-korzinkami-9-sm/,Животные,S (7-14 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,0.08,0.0002,Китай,Бельгия
1193,3810,Елочная игрушка Царевна-Лягушка Лея - Copperfrost Tales 10 см,1680.0,/goods/elochnaya-igrushka-carevna---lyagushka-leya-10-sm-podveska/,Животные,S (7-14 см),Полистоун,шоколадный / коричневый,премиум,Нет,Нет,0.09,0.0004,Китай,Нидерланды
1194,3813,"Елочная игрушка Лис Рассел - Fresquiste Musice 12 см, подвеска",2360.0,/goods/elochnaya-igrushka-lis-rassel---fresquiste-musice-12-sm-podveska/,Животные,S (7-14 см),Полистоун,бирюзовый,премиум,Нет,Нет,0.09,0.0004,Китай,Италия
1195,3818,"Стеклянная елочная игрушка Мальчик Эморри на лошадке-качалке 12 см, подвеска",4340.0,/goods/steklyannaya-elochnaya-igrushka-malchik-jemorri-na-loshadke-kachalke-12-sm-podveska/,Персонажи сказок,S (7-14 см),Стекло,шоколадный / коричневый,премиум,Нет,Нет,0.03,0.0006,Германия,Германия
1196,3821,"Набор елочных игрушек Boulangerie - Пряничные человечки 11 см, 3 шт, подвеска",880.0,/goods/nabor-elochnyh-igrushek-boulangerie---pryanichnye-chelovechki-11-sm-3-sht-podveska/,"Пряники, конфеты, сладости",S (7-14 см),Полимерная глина,шоколадный / коричневый,стандарт,Да,Нет,0.09,0.0003,Китай,Нидерланды
1197,3824,Искусственная лиана Montreal Silver 150 см,1730.0,/goods/girlyanda-iz-iskusstvennyh-listev-montreal-silver-150-sm/,"Растения, Листья",XXL (81 см и более),Текстиль,серебро,стандарт,Нет,Нет,0.07,0.0007,Китай,Нидерланды
1198,3825,"Елочная игрушка Гном Лорент - Хранитель леса Триллемарк 20 см, подвеска",710.0,/goods/elochnaya-igrushka-gnom-lorent---hranitel-lesa-trillemark-20-sm-podveska/,Персонажи сказок,M (15-30 см),Текстиль,белый,стандарт,Нет,Нет,0.04,0.0009,Китай,Нидерланды
1199,3826,Елочная игрушка Танцовщица Элиза - Sleeping Beauty 17 см,2120.0,/goods/elochnaya-igrushka-tancovshhica-jeliza---sleeping-beauty-17-sm/,Балет,M (15-30 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,0.08,0.001,Китай,Бельгия
1200,3828,"Стеклянная елочная игрушка Боксерские перчатки 8 см, красная",760.0,/goods/steklyannaya-elochnaya-igrushka-bokserskie-perchatki-8-sm-podveska/,Миниатюры,S (7-14 см),Стекло,красный / бордовый,стандарт,Нет,Нет,0.06,0.0004,Россия,Россия
1201,3831,"Декоративные прищепки Merry Christmas 5 см, 6 шт",260.0,/goods/dekorativnye-prishhepki-merry-christmas-5-sm-6-sht/,"Пряники, конфеты, сладости",XS (до 6 см),Дерево,красный / бордовый,стандарт,Да,Нет,0.07,0.0005,Китай,Нидерланды
1202,3833,"Елочная игрушка Сапожок Винтердейл 11 см, подвеска",220.0,/goods/elochnaya-igrushka-sapozhok-vinterdejl-11-sm-podveska/,Миниатюры,S (7-14 см),Текстиль,белый,эконом,Нет,Нет,0.02,0.0002,Россия,Россия
1203,3837,"Елочная игрушка Кисть Рибрандо 27 см эвкалиптовая, подвеска",1440.0,/goods/elochnaya-igrushka-kist-ribrando-27-sm-jevkaliptovaya-podveska/,Изысканные подвески,M (15-30 см),Текстиль,зеленый,премиум,Нет,Нет,0.1,0.0006,Индия,Италия
1204,3839,"Набор стеклянных елочных игрушек Шишки 6 см misty blue mix, 12 шт",560.0,/goods/nabor-steklyannyh-elochnyh-igrushek-shishki-6-sm-misty-blue-mix-12-sht-podveska/,Шишки и желуди,XS (до 6 см),Стекло,синий / голубой,стандарт,Да,Нет,0.07,0.0006,Китай,Нидерланды
1205,3843,Бант на елку Luminous Luxe алый,260.0,/goods/bant-na-elku-luminous-luxe-28x25-sm-alyj/,Банты на елку,M (15-30 см),Текстиль,красный / бордовый,стандарт,Нет,Нет,0.07,0.0015,Китай,Россия
1206,3847,"Набор пластиковых елочных игрушек Рождество на Пороге 12 см, 3 шт, подвеска",1300.0,/goods/nabor-plastikovyh-elochnyh-igrushek-rozhdestvo-na-poroge-12-sm-3-sht-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Пластик,разноцветные,стандарт,Да,Нет,0.09,0.0025,Китай,Нидерланды
1207,3849,"Набор стеклянных елочных игрушек Рождество в Малышвилле 5-6 см, 20 шт, подвеска",7200.0,/goods/nabor-steklyannyh-elochnyh-igrushek-rozhdestvo-v-malyshville-5-6-sm-20-sht-podveska/,"Дед Мороз, Снегурочка и Снеговик",XS (до 6 см),Стекло,разноцветные,премиум,Да,Нет,0.13,0.0029,Китай,Нидерланды
1208,3852,"Елочная игрушка Олень Цезар - Заколдованный лес 15 см, подвеска",1520.0,/goods/elochnaya-igrushka-olen-cezar---zakoldovannyj-les-15-sm-podveska/,Животные,M (15-30 см),Полистоун,золото,премиум,Нет,Нет,0.04,0.0003,Китай,Нидерланды
1209,3853,Подвесное украшение BunnyLand - Кролик Гритти 6 см,1080.0,/goods/podvesnoe-ukrashenie-bunnyland---krolik-gritti-6-sm/,Животные,XS (до 6 см),Полистоун,желтый / оранжевый,премиум,Нет,Нет,0.11,0.0001,Китай,Бельгия
1210,3855,"Стеклянная елочная игрушка Птичка Бора-Бора 13 см, подвеска",1210.0,/goods/steklyannaya-elochnaya-igrushka-ptichka-bora-bora-podveska/,Птицы,S (7-14 см),Стекло,желтый / оранжевый,премиум,Нет,Нет,0.11,0.0012,Польша,Польша
1211,3856,"Елочная игрушка Домик Голубки Сьюзи 10 см, подвеска",1970.0,/goods/elochnaya-igrushka-domik-golubki-syuzi-10-sm-podveska/,Птицы,S (7-14 см),Полистоун,кремовый / светлое дерево,премиум,Нет,Нет,0.07,0.0003,Китай,Нидерланды
1212,3860,"Пуансеттия Коралловое Вдохновение 23 см, клипса",260.0,/goods/puansettiya-korallovoe-vdohnovenie-23-sm-klipsa/,Пуансеттии,M (15-30 см),Текстиль,розовый,стандарт,Нет,Нет,0.04,0.0016,Китай,Италия
1213,3862,"Елочная игрушка Гномик Толстячок 6 см, подвеска",400.0,/goods/elochnaya-igrushka-gnomik-tolstyachok-6-sm-podveska/,Персонажи сказок,XS (до 6 см),Полистоун,красный / бордовый,стандарт,Нет,Нет,0.04,0.0001,Китай,Швеция
1214,3863,Декоративная фигура Грибной Гном Джейкоб - житель Зачарованного Леса 35 см,17620.0,/goods/dekorativnaya-figura-gribnoj-gnom-dzhejkob-zhitel-zacharovannogo-lesa-35-sm/,Гномы и Эльфы,L (31-50 см),Текстиль,красный / бордовый,премиум,Нет,Нет,0.26,0.0067,Китай,Бельгия
1215,3864,Елочная игрушка Балерина Констанция 22 см,2220.0,/goods/elochnaya-igrushka-balerina-konstanciya-22-sm/,Балет,M (15-30 см),Полистоун,белый,премиум,Нет,Нет,0.07,0.001,Китай,Бельгия
1216,3866,Елочное украшение Птичка в Клетке 13 см серебряная,590.0,/goods/elochnoe-ukrashenie-ptichka-v-kletke-serebro-13x8-sm/,Птицы,S (7-14 см),Металл,серебро,стандарт,Нет,Нет,0.06,0.0011,Китай,Бельгия
1217,3870,"Набор деревянных елочных игрушек Рождественские забавы, красный, 2-5 см, 12 шт, подвеска",740.0,/goods/nabor-derevyannyh-elochnyh-igrushek-krasnye-chelovechki-12-sht-podveska/,Деревянные игрушки,XS (до 6 см),Дерево,красный / бордовый,стандарт,Да,Нет,0.08,0.0004,Китай,Нидерланды
1218,3871,"Набор елочных игрушек Каникулы в Лапландии 14 см, 12 шт, подвеска",5460.0,/goods/nabor-elochnyh-igrushek-kanikuly-v-laplandii-14-sm-12-sht-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Текстиль,красный / бордовый,стандарт,Да,Нет,0.26,0.0084,Китай,Нидерланды
1219,3873,"Светящаяся елочная игрушка Рождественская фигурка - Санта с Карамельной Палочкой 9 см на батарейке, подвеска",430.0,/goods/svetyashheesya-ukrashenie-rozhdestvenskaya-figurka-santa-s-karamelnoj-palochkoj-92-sm-podveska-batarejki/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Акрил,синий / голубой,стандарт,Нет,Да,0.09,0.0004,Китай,Нидерланды
1220,3879,"Набор стеклянных елочных игрушек Звезды 4.5 см нежно-оливковый mix, 12 шт",460.0,/goods/nabor-steklyannyh-elochnyh-igrushek-zvezdy-45-sm-nezhno-olivkovyj-mix-12-sht-podveska/,Звездочки,XS (до 6 см),Стекло,зеленый,стандарт,Да,Нет,0.08,0.0006,Китай,Нидерланды
1221,3880,"Набор украшений из бумаги Новогодняя Геометрия - Колокольчики 11-21 см, 3 шт",310.0,/goods/nabor-ukrashenij-iz-bumagi-novogodnyaya-geometriya-kolokolchiki-11-21-sm-3-sht/,Колокольчики,M (15-30 см),Бумага,красный / бордовый,стандарт,Да,Нет,0.1,0.0002,Китай,Нидерланды
1222,3881,Бумажный колокольчик Гофре белый,190.0,/goods/bumazhnyj-kolokolchik-gofre-16-sm-belyj/,Колокольчики,M (15-30 см),Бумага,белый,стандарт,Нет,Нет,0.04,0.0002,Китай,Нидерланды
1223,3882,"Елочная игрушка Бант Алиони 16*10*6 см золотой, подвеска",430.0,/goods/elochnaya-igrushka-bant-alioni-zolotoj-podveska/,Банты на елку,M (15-30 см),Акрил,золото,стандарт,Нет,Нет,0.11,0.0014,Китай,Нидерланды
